Sex,Team,Year,Medal,ID
M,Australia,2000,Silver,12933
F,Australia,2004,Silver,12934
F,Australia,2000,Silver,12935
F,Australia,2004,Silver,12936
F,Australia,2008,Silver,12937
F,Australia,2012,Bronze,12938
F,Australia,1996,Gold,12995
F,Australia,2000,Gold,12996
F,Australia,1988,Gold,13068
F,Australia,1996,Gold,13069
F,Australia,2000,Gold,13070
M,Australia,1992,Gold,13075
M,Australia,1920,Silver,13080
M,Australia,1960,Silver,13094
M,Australia,1960,Silver,13095
M,Australia,2000,Silver,13099
M,Australia,1906,Bronze,13133
M,Australia,1984,Bronze,13201
M,Australia,2008,Silver,13215
M,Australia,2004,Silver,13337
M,Australia,2004,Bronze,13338
M,Australia,1956,Gold,13441
M,Australia,1956,Gold,13442
M,Australia,1924,Silver,13453
F,Australia,2004,Gold,13463
F,Australia,2004,Gold,13464
F,Australia,2004,Gold,13465
M,Australia,2012,Silver,13483
M,Australia,2016,Silver,13484
M,Australia,1920,Silver,13486
F,Australia,2008,Bronze,13599
M,Australia,1956,Bronze,13611
M,Australia,1996,Bronze,13626
M,Australia,2004,Gold,13632
F,Australia,2000,Gold,13650
M,Australia,2016,Silver,13669
M,Australia,2004,Silver,13673
M,Australia,2000,Bronze,13674
F,Australia,2000,Silver,13678
F,Australia,1988,Gold,13687
M,Australia,1964,Bronze,13814
F,Australia,2004,Silver,13820
M,Australia,1956,Bronze,13895
M,Australia,1956,Bronze,13896
M,Australia,1976,Bronze,13944
F,Australia,1996,Bronze,13946
M,Australia,2000,Bronze,14022
M,Australia,1984,Silver,14064
M,Australia,1996,Bronze,14086
M,Australia,2008,Gold,14088
F,Australia,2000,Gold,14090
F,Australia,2004,Bronze,14112
F,Australia,2012,Silver,14145
M,Australia,2016,Gold,14166
M,Australia,1992,Silver,14233
M,Australia,1956,Bronze,14253
M,Australia,1956,Bronze,14262
M,Australia,1992,Gold,14265
M,Australia,1996,Gold,14266
M,Australia,2000,Silver,14267
M,Australia,2000,Gold,14268
F,Australia,1996,Bronze,14374
F,Australia,2000,Gold,14383
M,Australia,2000,Bronze,14384
M,Australia,2000,Silver,14385
F,Australia,2010,Gold,14626
F,Australia,2014,Bronze,14627
F,Australia,2000,Gold,14731
M,Australia,1976,Silver,14814
F,Australia,2000,Silver,15011
F,Australia,2004,Silver,15012
F,Australia,2008,Silver,15013
F,Australia,2012,Bronze,15014
F,Australia,1952,Gold,15017
F,Australia,1952,Gold,15018
M,Australia,2000,Silver,15098
F,Australia,2012,Bronze,15258
M,Australia,2012,Gold,15372
M,Australia,2016,Silver,15373
F,Australia,1996,Bronze,15679
F,Australia,2008,Silver,15723
F,Australia,1960,Silver,15781
F,Australia,2000,Silver,15807
F,Australia,2000,Silver,15808
F,Australia,2004,Bronze,15809
F,Australia,2004,Silver,15810
F,Australia,2004,Gold,15811
F,Australia,2008,Gold,15812
F,Australia,2008,Silver,15813
F,Australia,2008,Gold,15814
F,Australia,2012,Silver,15815
F,Australia,2008,Silver,15821
F,Australia,2000,Silver,15822
F,Australia,1996,Bronze,15920
M,Australia,1984,Silver,16037
M,Australia,2008,Bronze,16479
M,Australia,2012,Bronze,16480
F,Australia,2016,Bronze,16532
M,Australia,1984,Bronze,16606
M,Australia,1992,Silver,16613
M,Australia,2000,Bronze,16614
M,Australia,2004,Bronze,16615
F,Australia,1996,Silver,16673
M,Australia,1984,Bronze,16686
M,Australia,1980,Bronze,16723
M,Australia,1980,Gold,16724
M,Australia,1984,Bronze,16725
M,Australia,1996,Bronze,16877
F,Australia,1964,Bronze,16953
F,Australia,1968,Silver,16954
M,Australia,2004,Silver,17128
F,Australia,1948,Silver,17154
M,Australia,2000,Gold,17163
M,Australia,2004,Silver,17169
M,Australia,2000,Gold,17219
M,Australia,1920,Silver,17261
M,Australia,1992,Bronze,17449
M,Australia,1996,Bronze,17459
M,Australia,2000,Gold,17460
M,Australia,2000,Gold,17461
M,Australia,2000,Silver,17462
M,Australia,2000,Silver,17463
M,Australia,2004,Silver,17464
M,Australia,2004,Gold,17581
M,Australia,2008,Bronze,17582
M,Australia,2012,Bronze,17583
F,Australia,2008,Bronze,17584
F,Australia,2012,Bronze,17585
F,Australia,2008,Bronze,17587
F,Australia,1960,Silver,17874
F,Australia,1960,Silver,17875
M,Australia,1960,Bronze,17876
M,Australia,1960,Gold,17877
M,Australia,1960,Bronze,17878
M,Australia,1996,Bronze,18201
M,Australia,1996,Bronze,18202
M,Australia,1996,Silver,18203
M,Australia,2000,Gold,18204
F,Australia,2012,Gold,18602
F,Australia,2000,Silver,18868
M,Australia,2008,Bronze,18995
F,Australia,1968,Bronze,19024
M,Australia,2004,Gold,19027
F,Australia,1984,Silver,19036
M,Australia,1996,Silver,19038
M,Australia,1956,Bronze,19064
M,Australia,1900,Gold,19073
M,Australia,1900,Gold,19074
M,Australia,2016,Silver,19178
M,Australia,2016,Bronze,19179
F,Australia,2004,Bronze,19271
F,Australia,1960,Silver,19278
M,Australia,2008,Bronze,19364
M,Australia,2008,Bronze,19365
M,Australia,2008,Silver,19366
M,Australia,1960,Silver,19377
M,Australia,1960,Gold,19378
M,Australia,1956,Bronze,19403
F,Australia,2008,Silver,19406
M,Australia,1956,Silver,19500
F,Australia,1984,Bronze,19658
F,Australia,1996,Bronze,19661
F,Australia,1956,Bronze,19677
F,Australia,1956,Gold,19678
M,Australia,1984,Bronze,19785
F,Australia,2004,Bronze,19819
F,Australia,2004,Gold,19820
F,Australia,2008,Silver,19821
F,Australia,2008,Bronze,19822
F,Australia,2008,Gold,19823
F,Australia,2008,Gold,19824
F,Australia,2012,Gold,19825
F,Australia,1996,Bronze,19899
M,Australia,2004,Silver,19964
F,Australia,1992,Bronze,19969
F,Australia,1992,Silver,19970
M,Australia,1992,Silver,19973
M,Australia,1996,Bronze,19974
F,Australia,2012,Bronze,20223
M,Australia,2000,Bronze,20456
M,Australia,2004,Gold,20457
F,Australia,1992,Bronze,20464
F,Australia,1996,Bronze,20465
F,Australia,1996,Silver,20466
M,Australia,2004,Silver,20502
M,Australia,2012,Silver,20552
M,Australia,2016,Silver,20553
M,Australia,2004,Silver,20571
M,Australia,2000,Bronze,20630
M,Australia,1984,Silver,20773
M,Australia,1984,Gold,20904
F,Australia,1948,Silver,21056
F,Australia,2008,Gold,21171
M,Australia,1956,Silver,21172
F,Australia,1996,Bronze,21175
F,Australia,2012,Bronze,21194
F,Australia,2004,Silver,21202
M,Australia,1960,Bronze,21217
M,Australia,2012,Silver,21282
M,Australia,2012,Bronze,21283
M,Australia,2016,Bronze,21284
F,Australia,1996,Bronze,21303
F,Australia,1996,Gold,21347
F,Australia,2000,Gold,21348
M,Australia,1956,Bronze,21625
M,Australia,2008,Silver,21660
M,Australia,1956,Gold,21677
M,Australia,1996,Gold,21760
M,Australia,2000,Silver,21761
F,Australia,1996,Gold,21821
M,Australia,1948,Bronze,21832
M,Australia,1948,Silver,21833
M,Australia,1968,Silver,21872
F,Australia,1988,Silver,21906
M,Australia,1968,Silver,22022
F,Australia,1964,Silver,22023
F,Australia,1948,Silver,22062
M,Australia,2008,Bronze,22083
F,Australia,1956,Bronze,22085
F,Australia,1956,Bronze,22086
M,Australia,2004,Silver,22110
F,Australia,2000,Gold,22253
M,Australia,1964,Bronze,22316
M,Australia,2004,Gold,22326
M,Australia,1988,Bronze,22328
F,Australia,1968,Gold,22340
F,Australia,1968,Silver,22341
F,Australia,2008,Bronze,22352
F,Australia,2012,Bronze,22353
F,Australia,2012,Bronze,22380
F,Australia,1996,Bronze,22386
F,Australia,2000,Bronze,22387
F,Australia,1988,Bronze,22399
M,Australia,2016,Bronze,22414
M,Australia,2016,Bronze,22415
M,Australia,1996,Bronze,22428
M,Australia,1996,Bronze,22429
M,Australia,2000,Bronze,22430
M,Australia,2004,Silver,22431
M,Australia,2004,Gold,22432
M,Australia,1988,Bronze,22439
M,Australia,1992,Silver,22440
M,Australia,1988,Bronze,22450
M,Australia,2000,Gold,22451
M,Australia,1992,Gold,22473
M,Australia,1996,Gold,22474
M,Australia,2000,Silver,22475
M,Australia,2004,Bronze,22476
M,Australia,2008,Silver,22498
F,Australia,2016,Bronze,22499
F,Australia,2016,Gold,22500
F,Australia,2016,Silver,22501
F,Australia,2016,Silver,22502
F,Australia,2016,Silver,22503
F,Australia,1948,Silver,22521
M,Australia,1984,Silver,22531
F,Australia,2008,Silver,22543
F,Australia,2012,Gold,22544
F,Australia,1996,Silver,22576
F,Australia,1992,Bronze,22583
F,Australia,1996,Bronze,22584
M,Australia,2012,Bronze,22585
M,Australia,2016,Silver,22586
M,Australia,1964,Bronze,22590
F,Australia,1932,Silver,22606
F,Australia,2004,Bronze,22608
F,Australia,2004,Gold,22609
F,Australia,2008,Silver,22610
F,Australia,2012,Gold,22611
F,Australia,2012,Bronze,22612
F,Australia,2016,Bronze,22613
F,Australia,2008,Bronze,22643
F,Australia,1956,Gold,22727
M,Australia,1936,Bronze,22904
M,Australia,1980,Bronze,22930
F,Australia,2004,Gold,23000
F,Australia,2004,Bronze,23001
F,Australia,2000,Gold,23150
M,Australia,1996,Silver,23162
M,Australia,1996,Bronze,23163
F,Australia,2004,Gold,23177
F,Australia,2004,Gold,23178
F,Australia,2008,Bronze,23179
F,Australia,2000,Gold,23188
M,Australia,2008,Gold,23314
M,Australia,1980,Silver,23333
M,Australia,2000,Silver,23334
F,Australia,2000,Gold,23336
M,Australia,1952,Gold,23427
M,Australia,1952,Gold,23428
F,Australia,2008,Bronze,23454
F,Australia,2004,Bronze,23498
M,Australia,1956,Silver,23536
M,Australia,1956,Bronze,23546
F,Australia,2012,Bronze,23658
F,Australia,1968,Bronze,23660
M,Australia,2012,Bronze,23715
M,Australia,2016,Bronze,23716
M,Australia,1960,Gold,23720
M,Australia,1960,Gold,23721
M,Australia,1968,Silver,23722
F,Australia,1956,Gold,23723
F,Australia,1960,Silver,23724
M,Australia,2014,Silver,23775
F,Australia,1996,Gold,23780
F,Australia,2000,Gold,23781
F,Australia,2000,Bronze,23803
F,Australia,2004,Silver,23804
F,Australia,2008,Bronze,23805
F,Australia,2004,Silver,23850
F,Australia,2008,Bronze,23851
M,Australia,2004,Gold,23899
F,Australia,1984,Bronze,23978
M,Australia,1984,Bronze,23987
F,Australia,1964,Silver,24110
M,Australia,2008,Bronze,24114
M,Australia,2008,Bronze,24115
M,Australia,1994,Bronze,24135
F,Australia,2016,Silver,24496
F,Australia,1972,Gold,24498
F,Australia,2012,Silver,24537
M,Australia,1988,Bronze,24548
M,Australia,1992,Silver,24549
M,Australia,2000,Silver,24550
M,Australia,2000,Bronze,24551
M,Australia,2000,Bronze,24702
M,Australia,2004,Bronze,24703
M,Australia,2004,Bronze,24704
M,Australia,1984,Gold,24743
M,Australia,1972,Silver,24749
M,Australia,1964,Bronze,24920
M,Australia,1968,Silver,24921
M,Australia,2004,Silver,24936
M,Australia,1994,Bronze,25009
M,Australia,2012,Bronze,25060
M,Australia,1968,Silver,25106
M,Australia,2000,Bronze,25116
F,Australia,1984,Gold,25233
M,Australia,1964,Gold,25313
M,Australia,1964,Bronze,25314
M,Australia,1992,Silver,25323
M,Australia,2008,Bronze,25397
M,Australia,2012,Bronze,25398
M,Australia,2004,Silver,25427
M,Australia,1992,Silver,25444
M,Australia,1996,Bronze,25445
M,Australia,1996,Bronze,25446
M,Australia,2004,Gold,25447
M,Australia,1956,Gold,25475
F,Australia,2012,Bronze,25477
F,Australia,2008,Bronze,25574
F,Australia,1992,Bronze,25722
F,Australia,1996,Bronze,25723
F,Australia,1996,Gold,25724
F,Australia,1996,Silver,25725
F,Australia,2000,Gold,25726
F,Australia,2000,Silver,25727
F,Australia,2000,Silver,25728
F,Australia,2000,Silver,25729
M,Australia,2012,Bronze,25805
M,Australia,2004,Silver,25823
M,Australia,1996,Bronze,25866
M,Australia,2012,Silver,25868
M,Australia,2004,Silver,26030
F,Australia,2012,Silver,26034
M,Australia,2012,Gold,26035
M,Australia,2016,Silver,26036
M,Australia,2004,Silver,26069
M,Australia,2016,Bronze,26099
M,Australia,2008,Gold,26133
M,Australia,2012,Gold,26134
M,Australia,1952,Bronze,26148
M,Australia,2008,Bronze,26193
F,Australia,2008,Gold,26194
F,Australia,2012,Silver,26195
M,Australia,1920,Silver,26372
F,Australia,2008,Gold,26384
F,Australia,2016,Gold,26411
F,Australia,1988,Gold,26432
M,Australia,1980,Gold,26483
M,Australia,1984,Bronze,26501
M,Australia,1928,Gold,26607
M,Australia,1932,Gold,26608
M,Australia,1964,Bronze,26609
M,Australia,1968,Silver,26610
M,Australia,1968,Silver,26611
M,Australia,1968,Silver,26612
M,Australia,1964,Bronze,26613
M,Australia,1968,Silver,26614
F,Australia,1984,Bronze,26620
M,Australia,2000,Gold,26621
M,Australia,2000,Gold,26622
M,Australia,2004,Silver,26623
F,Australia,2000,Gold,26701
F,Australia,2000,Bronze,26725
F,Australia,2016,Gold,26733
F,Australia,1988,Gold,26826
F,Australia,1996,Gold,26827
F,Australia,1996,Gold,26860
M,Australia,1992,Silver,26862
M,Australia,1992,Gold,26863
M,Australia,1996,Gold,26864
M,Australia,2000,Silver,26865
M,Australia,2012,Bronze,26867
F,Australia,1996,Bronze,27068
F,Australia,2008,Silver,27248
F,Australia,1984,Silver,27251
M,Australia,1976,Bronze,27319
M,Australia,2000,Gold,27372
M,Australia,2000,Silver,27373
M,Australia,2008,Silver,27374
M,Australia,1964,Bronze,27414
M,Australia,1968,Silver,27415
F,Australia,1988,Gold,27441
F,Australia,1968,Silver,27485
M,Australia,1956,Bronze,27508
M,Australia,1976,Silver,27690
M,Australia,1984,Bronze,27698
M,Australia,1956,Silver,27748
F,Australia,2004,Silver,27755
F,Australia,2004,Silver,27756
F,Australia,2008,Bronze,27757
M,Australia,2000,Silver,27771
M,Australia,2008,Bronze,27806
F,Australia,2004,Silver,27810
M,Australia,2016,Bronze,27824
F,Australia,1996,Gold,27858
F,Australia,2000,Gold,27859
F,Australia,1996,Gold,27860
F,Australia,2000,Gold,27861
M,Australia,1960,Bronze,27863
F,Australia,2012,Silver,27892
F,Australia,2012,Silver,27939
M,Australia,1976,Silver,27999
F,Australia,1992,Bronze,28037
M,Australia,2000,Bronze,28095
M,Australia,1968,Silver,28221
F,Australia,2016,Gold,28233
F,Australia,2012,Bronze,28389
M,Australia,1968,Silver,28434
F,Australia,2008,Silver,28436
F,Australia,2008,Gold,28600
M,Australia,1984,Silver,28633
F,Australia,2008,Bronze,28638
F,Australia,2008,Gold,28639
M,Australia,1976,Silver,28673
M,Australia,1992,Silver,28674
M,Australia,2004,Bronze,28779
M,Australia,1964,Bronze,28832
F,Australia,2008,Gold,28886
F,Australia,2008,Gold,28887
F,Australia,2008,Gold,28888
M,Australia,2000,Silver,28907
F,Australia,2012,Bronze,28908
F,Australia,1996,Bronze,28934
M,Australia,2008,Silver,28984
M,Australia,2008,Silver,28985
M,Australia,2012,Bronze,28986
M,Australia,1960,Bronze,29025
M,Australia,1956,Bronze,29055
M,Australia,1968,Silver,29056
M,Australia,1976,Silver,29057
F,Australia,1992,Bronze,29059
F,Australia,1996,Bronze,29060
F,Australia,1996,Silver,29061
F,Australia,2008,Bronze,29086
F,Australia,2008,Bronze,29087
F,Australia,2012,Bronze,29088
M,Australia,2016,Bronze,29159
M,Australia,2004,Gold,29160
M,Australia,1992,Gold,29205
M,Australia,1996,Bronze,29206
M,Australia,2004,Silver,29207
F,Australia,1996,Bronze,29228
F,Australia,1996,Gold,29246
F,Australia,1996,Bronze,29247
F,Australia,2000,Bronze,29248
F,Australia,2004,Silver,29249
F,Australia,2008,Bronze,29250
M,Australia,1968,Bronze,29348
M,Australia,1968,Silver,29349
M,Australia,2004,Bronze,29351
M,Australia,1992,Bronze,29354
M,Australia,1996,Bronze,29355
F,Australia,1992,Gold,29409
F,Australia,1996,Gold,29410
M,Australia,2004,Silver,29484
F,Australia,2000,Silver,29496
F,Australia,2000,Silver,29497
F,Australia,2004,Gold,29498
M,Australia,1956,Gold,29533
M,Australia,1956,Gold,29534
M,Australia,1956,Gold,29535
M,Australia,1960,Gold,29536
M,Australia,1960,Silver,29537
M,Australia,1960,Bronze,29538
M,Australia,2008,Silver,29545
M,Australia,2016,Bronze,29546
M,Australia,2004,Silver,29709
M,Australia,1900,Bronze,29710
M,Australia,1900,Bronze,29711
M,Australia,1900,Bronze,29712
M,Australia,1992,Bronze,29714
M,Australia,1960,Gold,29718
M,Australia,1968,Bronze,29719
M,Australia,1976,Bronze,29720
M,Australia,1968,Bronze,29721
M,Australia,1976,Bronze,29722
M,Australia,1976,Bronze,29804
M,Australia,2000,Silver,29947
M,Australia,1964,Bronze,29952
M,Australia,2008,Silver,29955
M,Australia,1992,Gold,29956
M,Australia,1992,Gold,29957
M,Australia,2000,Gold,29958
F,Australia,1996,Silver,29962
F,Australia,2000,Silver,29963
F,Australia,2004,Gold,29964
M,Australia,2016,Silver,29965
F,Australia,2008,Bronze,30400
F,Australia,2008,Bronze,30401
F,Australia,2004,Bronze,30493
F,Australia,2004,Bronze,30538
M,Australia,1968,Bronze,30603
M,Australia,1932,Bronze,30607
F,Australia,1996,Gold,30626
F,Australia,2004,Gold,30733
F,Australia,2008,Bronze,30734
F,Australia,2008,Bronze,30735
F,Australia,2008,Gold,30736
F,Australia,2008,Bronze,30746
F,Australia,2008,Gold,30747
F,Australia,2012,Gold,30748
F,Australia,2012,Silver,30749
F,Australia,2012,Silver,30750
M,Australia,2004,Gold,31023
M,Australia,2008,Bronze,31024
M,Australia,2016,Silver,31169
M,Australia,1996,Silver,31188
F,Australia,2008,Silver,31195
F,Australia,2012,Bronze,31196
F,Australia,2008,Gold,31242
F,Australia,2012,Gold,31243
F,Australia,2012,Silver,31244
F,Australia,2012,Silver,31245
F,Australia,2016,Silver,31246
M,Australia,1972,Silver,31252
M,Australia,1972,Gold,31568
M,Australia,1960,Silver,31732
M,Australia,1968,Silver,31741
M,Australia,1984,Gold,31850
M,Australia,1984,Bronze,31851
F,Australia,2016,Gold,32223
F,Australia,2000,Gold,32228
F,Australia,1996,Gold,32302
F,Australia,2000,Silver,32303
M,Australia,2012,Gold,32324
F,Australia,1988,Gold,32359
M,Australia,1964,Bronze,32365
M,Australia,1968,Silver,32366
F,Australia,2008,Bronze,32389
F,Australia,2016,Bronze,32418
M,Australia,2008,Bronze,32419
M,Australia,2012,Gold,32438
M,Australia,1996,Bronze,32452
M,Australia,1996,Bronze,32482
F,Australia,2012,Bronze,32498
M,Australia,2012,Gold,32502
M,Australia,1976,Silver,32505
F,Australia,1988,Bronze,32530
F,Australia,2004,Silver,32542
F,Australia,2008,Silver,32543
F,Australia,2012,Bronze,32544
M,Australia,1996,Bronze,32559
F,Australia,2008,Gold,32562
F,Australia,2012,Bronze,32779
F,Australia,1996,Bronze,32915
F,Australia,2000,Silver,32916
F,Australia,2004,Silver,32917
M,Australia,2008,Silver,32926
M,Australia,2012,Silver,32927
M,Australia,2012,Bronze,32928
M,Australia,2004,Silver,32929
M,Australia,1996,Bronze,32936
M,Australia,2000,Bronze,32937
M,Australia,1992,Silver,32975
M,Australia,1996,Bronze,32976
M,Australia,2000,Bronze,32977
F,Australia,1996,Gold,33086
F,Australia,2000,Gold,33087
M,Australia,1920,Silver,33121
M,Australia,1924,Silver,33122
M,Australia,2004,Silver,33168
F,Australia,1998,Bronze,33177
F,Australia,1968,Silver,33191
M,Australia,2004,Silver,33273
M,Australia,2004,Silver,33302
F,Australia,2008,Bronze,33330
M,Australia,2000,Bronze,33333
M,Australia,2004,Bronze,33334
M,Australia,2000,Bronze,33336
M,Australia,2004,Bronze,33337
M,Australia,2012,Gold,33347
M,Australia,2004,Bronze,33350
F,Australia,1996,Gold,33368
M,Australia,2004,Silver,33400
M,Australia,1984,Silver,33405
M,Australia,1984,Silver,33406
M,Australia,1984,Bronze,33407
M,Australia,2008,Bronze,33409
M,Australia,2008,Silver,33410
M,Australia,2012,Bronze,33411
F,Australia,2000,Gold,33483
F,Australia,1948,Bronze,33547
F,Australia,1948,Bronze,33548
F,Australia,1948,Silver,33549
F,Australia,1952,Bronze,33550
F,Australia,1952,Gold,33551
F,Australia,1956,Gold,33552
F,Australia,1956,Gold,33553
M,Australia,2008,Silver,33710
M,Australia,2008,Bronze,33711
M,Australia,2008,Silver,33712
M,Australia,1980,Silver,33728
F,Australia,2004,Silver,33730
F,Australia,2008,Silver,33731
F,Australia,2012,Bronze,33732
M,Australia,2012,Bronze,33956
M,Australia,2004,Bronze,34057
M,Australia,2008,Bronze,34245
M,Australia,2008,Silver,34246
M,Australia,2012,Silver,34247
M,Australia,2016,Silver,34248
M,Australia,2004,Silver,34269
M,Australia,2016,Bronze,34270
M,Australia,2008,Bronze,34407
M,Australia,2008,Silver,34408
M,Australia,2012,Bronze,34409
M,Australia,2000,Silver,34464
M,Australia,1960,Bronze,34512
F,Australia,2004,Silver,34513
F,Australia,2008,Silver,34514
F,Australia,2000,Silver,34516
M,Australia,1956,Gold,34677
M,Australia,1960,Gold,34678
M,Australia,1960,Silver,34679
F,Australia,1996,Silver,34763
F,Australia,2000,Silver,34764
F,Australia,2000,Bronze,34765
F,Australia,2000,Silver,34766
F,Australia,2004,Gold,34767
F,Australia,2004,Gold,34768
F,Australia,2004,Silver,34769
F,Australia,2004,Gold,34770
M,Australia,2004,Silver,34811
F,Australia,2000,Silver,34843
F,Australia,1964,Silver,34861
M,Australia,2000,Silver,34871
M,Australia,2000,Gold,34872
M,Australia,2000,Gold,34873
M,Australia,2000,Gold,34874
