Sex,Team,Year,Medal,ID
F,Czechoslovakia,1948,Gold,24024
M,Czechoslovakia,1964,Silver,24142
M,Czechoslovakia,1968,Bronze,24143
M,Czechoslovakia,1964,Bronze,24263
M,Czechoslovakia,1964,Bronze,24280
M,Czechoslovakia,1968,Silver,24281
M,Czechoslovakia,1968,Silver,24516
M,Czechoslovakia,1972,Bronze,24517
M,Czechoslovakia,1972,Bronze,24524
M,Czechoslovakia,1960,Bronze,24576
M,Czechoslovakia,1980,Gold,24577
M,Czechoslovakia,1960,Gold,24578
F,Czechoslovakia,1964,Silver,24595
F,Czechoslovakia,1968,Silver,24596
M,Czechoslovakia,1972,Gold,24615
M,Czechoslovakia,1964,Silver,24616
M,Czechoslovakia,1972,Bronze,25157
M,Czechoslovakia,1976,Silver,25158
M,Czechoslovakia,1976,Silver,25163
F,Czechoslovakia,1988,Silver,25186
M,Czechoslovakia,1976,Silver,25190
M,Czechoslovakia,1964,Bronze,25191
M,Czechoslovakia,1988,Bronze,25275
M,Czechoslovakia,1932,Bronze,25358
M,Czechoslovakia,1964,Silver,25415
F,Czechoslovakia,1984,Silver,26175
F,Czechoslovakia,1936,Silver,26178
M,Czechoslovakia,1920,Bronze,26207
M,Czechoslovakia,1976,Gold,26218
M,Czechoslovakia,1992,Bronze,26395
M,Czechoslovakia,1984,Silver,26450
F,Czechoslovakia,1984,Silver,26541
M,Czechoslovakia,1964,Silver,26542
M,Czechoslovakia,1960,Bronze,26563
M,Czechoslovakia,1948,Silver,26643
M,Czechoslovakia,1976,Bronze,26644
M,Czechoslovakia,1980,Bronze,26645
M,Czechoslovakia,1920,Bronze,26720
M,Czechoslovakia,1980,Bronze,26775
M,Czechoslovakia,1964,Silver,26929
M,Czechoslovakia,1920,Bronze,26945
M,Czechoslovakia,1968,Bronze,27044
M,Czechoslovakia,1972,Silver,27064
M,Czechoslovakia,1972,Bronze,27065
F,Czechoslovakia,1980,Silver,27067
M,Czechoslovakia,1964,Silver,27277
M,Czechoslovakia,1984,Bronze,27503
M,Czechoslovakia,1988,Silver,27504
F,Czechoslovakia,1980,Silver,27539
M,Czechoslovakia,1960,Bronze,27577
M,Czechoslovakia,1964,Bronze,27578
M,Czechoslovakia,1980,Gold,27580
M,Czechoslovakia,1980,Bronze,27581
M,Czechoslovakia,1948,Silver,27582
M,Czechoslovakia,1980,Bronze,27593
M,Czechoslovakia,1992,Gold,27625
M,Czechoslovakia,1968,Silver,27783
M,Czechoslovakia,1972,Bronze,27784
M,Czechoslovakia,1976,Silver,27785
M,Czechoslovakia,1972,Silver,27786
M,Czechoslovakia,1964,Bronze,27815
M,Czechoslovakia,1976,Silver,27847
M,Czechoslovakia,1924,Silver,27897
M,Czechoslovakia,1924,Silver,27898
M,Czechoslovakia,1924,Silver,27899
M,Czechoslovakia,1988,Gold,27933
M,Czechoslovakia,1968,Bronze,27992
M,Czechoslovakia,1992,Bronze,27993
M,Czechoslovakia,1972,Bronze,28034
M,Czechoslovakia,1964,Bronze,28055
M,Czechoslovakia,1932,Silver,28062
M,Czechoslovakia,1936,Silver,28063
F,Czechoslovakia,1952,Bronze,28243
M,Czechoslovakia,1992,Bronze,28250
M,Czechoslovakia,1980,Gold,28280
M,Czechoslovakia,1968,Gold,28487
M,Czechoslovakia,1968,Silver,28488
F,Czechoslovakia,1952,Bronze,28671
M,Czechoslovakia,1984,Silver,28973
F,Czechoslovakia,1968,Silver,29067
M,Czechoslovakia,1992,Bronze,29588
M,Czechoslovakia,1980,Gold,29673
M,Czechoslovakia,1948,Silver,29728
M,Czechoslovakia,1984,Silver,29878
M,Czechoslovakia,1952,Silver,29934
M,Czechoslovakia,1984,Silver,29935
M,Czechoslovakia,1948,Bronze,29937
M,Czechoslovakia,1948,Bronze,29938
F,Czechoslovakia,1960,Silver,29939
F,Czechoslovakia,1964,Silver,29940
F,Czechoslovakia,1948,Gold,29941
M,Czechoslovakia,1980,Gold,29989
M,Czechoslovakia,1984,Bronze,30057
M,Czechoslovakia,1992,Bronze,30149
M,Czechoslovakia,1972,Silver,30491
M,Czechoslovakia,1992,Bronze,30618
M,Czechoslovakia,1964,Silver,30694
M,Czechoslovakia,1968,Bronze,30695
M,Czechoslovakia,1960,Gold,30833
M,Czechoslovakia,1964,Silver,30877
F,Czechoslovakia,1964,Silver,31236
M,Czechoslovakia,1980,Gold,31345
M,Czechoslovakia,1968,Silver,31445
F,Czechoslovakia,1972,Bronze,31892
F,Czechoslovakia,1948,Gold,31902
M,Czechoslovakia,1984,Silver,32033
M,Czechoslovakia,1972,Silver,32193
M,Czechoslovakia,1972,Silver,32203
F,Czechoslovakia,1968,Silver,32238
M,Czechoslovakia,1928,Bronze,32240
M,Czechoslovakia,1932,Gold,32241
M,Czechoslovakia,1956,Bronze,32242
M,Czechoslovakia,1980,Bronze,32253
F,Czechoslovakia,1920,Bronze,32275
M,Czechoslovakia,1936,Gold,32278
M,Czechoslovakia,1980,Bronze,32295
M,Czechoslovakia,1948,Silver,32296
M,Czechoslovakia,1992,Bronze,32313
M,Czechoslovakia,1992,Bronze,32376
M,Czechoslovakia,1964,Bronze,32391
M,Czechoslovakia,1964,Silver,32392
M,Czechoslovakia,1968,Bronze,32521
M,Czechoslovakia,1968,Bronze,32614
M,Czechoslovakia,1964,Silver,32729
M,Czechoslovakia,1948,Bronze,32761
F,Czechoslovakia,1980,Silver,32942
M,Czechoslovakia,1980,Gold,32947
M,Czechoslovakia,1988,Bronze,32948
F,Czechoslovakia,1948,Gold,32950
F,Czechoslovakia,1952,Bronze,32951
M,Czechoslovakia,1920,Bronze,32952
M,Czechoslovakia,1980,Gold,33028
M,Czechoslovakia,1976,Silver,33082
M,Czechoslovakia,1972,Bronze,33093
M,Czechoslovakia,1976,Silver,33094
M,Czechoslovakia,1948,Silver,33352
M,Czechoslovakia,1948,Silver,33481
M,Czechoslovakia,1980,Bronze,33560
M,Czechoslovakia,1968,Silver,33656
M,Czechoslovakia,1932,Silver,33685
F,Czechoslovakia,1988,Silver,33698
M,Czechoslovakia,1924,Bronze,33795
M,Czechoslovakia,1924,Gold,33796
M,Czechoslovakia,1928,Silver,33797
F,Czechoslovakia,1972,Bronze,33799
M,Czechoslovakia,1964,Silver,33849
M,Czechoslovakia,1988,Bronze,33860
M,Czechoslovakia,1960,Bronze,33866
F,Czechoslovakia,1960,Silver,33869
M,Czechoslovakia,1992,Bronze,33870
M,Czechoslovakia,1964,Bronze,33910
M,Czechoslovakia,1976,Silver,33921
M,Czechoslovakia,1980,Gold,33925
M,Czechoslovakia,1968,Bronze,33926
M,Czechoslovakia,1992,Bronze,33927
M,Czechoslovakia,1984,Silver,33929
F,Czechoslovakia,1984,Silver,33930
M,Czechoslovakia,1972,Silver,33931
M,Czechoslovakia,1976,Bronze,33932
M,Czechoslovakia,1972,Silver,33933
M,Czechoslovakia,1976,Bronze,33934
F,Czechoslovakia,1980,Silver,33990
M,Czechoslovakia,1936,Gold,34008
M,Czechoslovakia,1980,Bronze,34138
M,Czechoslovakia,1972,Bronze,34186
M,Czechoslovakia,1964,Bronze,34960
M,Czechoslovakia,1928,Silver,34961
M,Czechoslovakia,1976,Gold,35069
F,Czechoslovakia,1960,Silver,35080
F,Czechoslovakia,1964,Silver,35081
M,Czechoslovakia,1964,Bronze,35090
M,Czechoslovakia,1964,Silver,35152
M,Czechoslovakia,1948,Gold,35243
M,Czechoslovakia,1992,Bronze,35319
M,Czechoslovakia,1948,Silver,35482
M,Czechoslovakia,1948,Silver,35504
M,Czechoslovakia,1964,Silver,35903
M,Czechoslovakia,1932,Silver,35904
F,Czechoslovakia,1980,Silver,35910
M,Czechoslovakia,1984,Silver,35980
M,Czechoslovakia,1924,Bronze,35992
M,Czechoslovakia,1924,Bronze,35993
M,Czechoslovakia,1928,Silver,35994
M,Czechoslovakia,1928,Gold,35995
M,Czechoslovakia,1928,Silver,35996
M,Czechoslovakia,1980,Gold,35997
M,Czechoslovakia,1964,Silver,36074
F,Czechoslovakia,1952,Bronze,36383
M,Czechoslovakia,1988,Gold,36440
M,Czechoslovakia,1976,Bronze,36525
M,Czechoslovakia,1928,Gold,36591
M,Czechoslovakia,1960,Bronze,36596
M,Czechoslovakia,1964,Bronze,36597
F,Czechoslovakia,1936,Silver,36660
F,Czechoslovakia,1948,Gold,36661
M,Czechoslovakia,1992,Bronze,36698
M,Czechoslovakia,1928,Silver,36699
F,Czechoslovakia,1936,Silver,36709
M,Czechoslovakia,1920,Bronze,36821
M,Czechoslovakia,1980,Gold,36884
M,Czechoslovakia,1964,Bronze,36888
M,Czechoslovakia,1976,Bronze,36908
M,Czechoslovakia,1980,Bronze,36909
M,Czechoslovakia,1972,Bronze,36929
M,Czechoslovakia,1964,Silver,36945
F,Czechoslovakia,1980,Silver,37190
M,Czechoslovakia,1964,Bronze,37364
M,Czechoslovakia,1920,Bronze,37384
M,Czechoslovakia,1964,Silver,37762
M,Czechoslovakia,1948,Silver,39174
M,Czechoslovakia,1948,Silver,39175
M,Czechoslovakia,1952,Gold,39180
M,Czechoslovakia,1968,Bronze,39206
M,Czechoslovakia,1980,Gold,39289
M,Czechoslovakia,1948,Silver,39299
M,Czechoslovakia,1948,Gold,39300
M,Czechoslovakia,1952,Gold,39301
M,Czechoslovakia,1952,Gold,39302
M,Czechoslovakia,1952,Gold,39303
M,Czechoslovakia,1964,Gold,39340
M,Czechoslovakia,1988,Silver,39357
M,Czechoslovakia,1992,Gold,39358
M,Czechoslovakia,1968,Bronze,39369
M,Czechoslovakia,1920,Bronze,39372
M,Czechoslovakia,1992,Bronze,39375
M,Czechoslovakia,1992,Gold,39654
M,Czechoslovakia-1,1992,Silver,29367
M,Czechoslovakia-1,1992,Silver,31954
M,Denmark,1920,Gold,417
M,Denmark,1906,Gold,721
M,Denmark,1908,Bronze,723
F,Denmark,1996,Gold,724
F,Denmark,2016,Bronze,725
M,Denmark,1912,Bronze,727
F,Denmark,1996,Gold,728
F,Denmark,2000,Gold,729
M,Denmark,1906,Silver,730
M,Denmark,1920,Gold,734
M,Denmark,1948,Gold,735
M,Denmark,1948,Silver,736
F,Denmark,1948,Gold,738
F,Denmark,1948,Silver,739
M,Denmark,1912,Bronze,743
F,Denmark,2004,Gold,747
M,Denmark,2008,Gold,749
M,Denmark,1908,Silver,750
M,Denmark,1912,Bronze,751
M,Denmark,1912,Silver,754
M,Denmark,1960,Silver,755
M,Denmark,1906,Gold,758
F,Denmark,1948,Silver,1168
M,Denmark,1968,Gold,1270
F,Denmark,1996,Gold,1298
M,Denmark,2016,Bronze,1397
M,Denmark,1976,Gold,1743
M,Denmark,1980,Gold,1744
M,Denmark,1988,Bronze,1750
M,Denmark,1992,Gold,1751
M,Denmark,2000,Gold,1752
M,Denmark,2012,Bronze,1911
M,Denmark,2016,Silver,1912
M,Denmark,1906,Bronze,2308
M,Denmark,1912,Silver,2710
F,Denmark,1998,Silver,2834
M,Denmark,1968,Silver,2931
M,Denmark,1906,Silver,2932
M,Denmark,1912,Bronze,2933
M,Denmark,1920,Silver,2943
M,Denmark,1920,Silver,2986
M,Denmark,1920,Silver,3032
M,Denmark,1920,Silver,3033
M,Denmark,2000,Gold,3078
M,Denmark,1976,Bronze,3108
F,Denmark,2016,Gold,3168
F,Denmark,2016,Bronze,3169
M,Denmark,2012,Silver,3242
M,Denmark,1908,Silver,3305
M,Denmark,1992,Bronze,3324
M,Denmark,1988,Gold,3325
M,Denmark,1992,Bronze,3326
M,Denmark,1948,Silver,3395
M,Denmark,1912,Silver,3766
F,Denmark,1996,Gold,3769
F,Denmark,2000,Gold,3770
M,Denmark,1948,Bronze,3922
F,Denmark,2000,Gold,4261
F,Denmark,2004,Gold,4262
M,Denmark,1906,Gold,4295
M,Denmark,1908,Silver,4296
M,Denmark,1912,Silver,4297
M,Denmark,1906,Silver,4340
F,Denmark,1996,Gold,4588
M,Denmark,1906,Silver,4909
F,Denmark,1948,Bronze,4919
F,Denmark,1948,Silver,4994
F,Denmark,1912,Silver,5071
M,Denmark,1932,Bronze,5580
M,Denmark,2008,Silver,5583
M,Denmark,1912,Silver,5585
M,Denmark,1984,Bronze,5592
M,Denmark,2016,Gold,5595
M,Denmark,1968,Bronze,5597
M,Denmark,1912,Silver,5604
F,Denmark,1948,Bronze,5605
F,Denmark,1920,Gold,5767
M,Denmark,1908,Silver,6618
M,Denmark,1960,Silver,6669
F,Denmark,2004,Gold,6737
M,Denmark,1920,Gold,7508
M,Denmark,1908,Silver,8061
M,Denmark,1980,Silver,8177
M,Denmark,1920,Silver,8178
M,Denmark,1996,Gold,8438
M,Denmark,2000,Bronze,8439
M,Denmark,2004,Gold,8440
M,Denmark,2008,Gold,8441
M,Denmark,2012,Bronze,8442
M,Denmark,2000,Bronze,8456
M,Denmark,2004,Gold,8457
M,Denmark,2008,Gold,8458
M,Denmark,1920,Silver,8605
M,Denmark,1948,Gold,8720
M,Denmark,1952,Gold,8721
M,Denmark,1956,Gold,8722
M,Denmark,1960,Gold,8723
M,Denmark,1960,Silver,8811
F,Denmark,2012,Silver,8844
F,Denmark,1984,Bronze,8862
M,Denmark,1912,Silver,8864
M,Denmark,1920,Bronze,8867
M,Denmark,1920,Silver,9102
M,Denmark,1912,Silver,9175
M,Denmark,1996,Gold,9297
M,Denmark,2000,Bronze,9298
M,Denmark,1906,Gold,9483
F,Denmark,1996,Gold,9782
M,Denmark,2016,Bronze,9834
M,Denmark,1920,Gold,10005
M,Denmark,1976,Bronze,10018
M,Denmark,1952,Bronze,10040
M,Denmark,1968,Silver,10088
M,Denmark,1972,Gold,10089
M,Denmark,1976,Bronze,10090
M,Denmark,1992,Silver,10102
M,Denmark,1906,Gold,10103
F,Denmark,2008,Bronze,10214
M,Denmark,1960,Silver,10239
M,Denmark,1988,Gold,10249
M,Denmark,1992,Bronze,10251
F,Denmark,2000,Gold,10252
F,Denmark,2004,Gold,10253
M,Denmark,2016,Silver,10291
M,Denmark,1908,Silver,10517
M,Denmark,1912,Silver,10656
M,Denmark,1924,Bronze,10739
M,Denmark,1932,Bronze,10965
M,Denmark,1906,Silver,11251
M,Denmark,2012,Silver,11338
M,Denmark,2000,Silver,11864
M,Denmark,1912,Bronze,11865
F,Denmark,2000,Gold,12025
M,Denmark,1988,Gold,12026
M,Denmark,1912,Bronze,12485
M,Denmark,1948,Silver,12514
F,Denmark,1996,Gold,12585
F,Denmark,1984,Bronze,12696
M,Denmark,1912,Bronze,12743
M,Denmark,1960,Silver,12744
M,Denmark,1912,Bronze,12753
M,Denmark,1924,Silver,12755
M,Denmark,1948,Silver,12756
M,Denmark,1960,Gold,12757
M,Denmark,1960,Bronze,12758
M,Denmark,1968,Bronze,12759
M,Denmark,1976,Gold,12760
M,Denmark,1980,Gold,12761
M,Denmark,1920,Silver,12765
M,Denmark,1920,Silver,12766
M,Denmark,1920,Silver,12770
M,Denmark,1912,Silver,12771
M,Denmark,1908,Silver,12773
M,Denmark,1912,Silver,12774
M,Denmark,1948,Bronze,12775
M,Denmark,2016,Gold,12776
M,Denmark,1928,Gold,12777
M,Denmark,1928,Gold,12778
M,Denmark,1932,Silver,12779
F,Denmark,2016,Bronze,12780
M,Denmark,1912,Silver,12782
M,Denmark,1948,Bronze,12783
M,Denmark,1964,Gold,12784
M,Denmark,1976,Bronze,12785
M,Denmark,1948,Bronze,12787
M,Denmark,1920,Silver,12790
M,Denmark,2012,Gold,12791
M,Denmark,2016,Bronze,12792
M,Denmark,2016,Bronze,12793
M,Denmark,1912,Bronze,12795
M,Denmark,2016,Gold,12796
M,Denmark,1920,Silver,12798
M,Denmark,1912,Silver,12799
M,Denmark,2016,Gold,12800
M,Denmark,1912,Silver,12801
F,Denmark,1996,Bronze,12804
M,Denmark,1924,Silver,12805
M,Denmark,1928,Bronze,12806
M,Denmark,1928,Gold,12807
F,Denmark,1952,Silver,12944
F,Denmark,1956,Silver,12945
F,Denmark,1948,Silver,12967
F,Denmark,1948,Silver,12968
F,Denmark,1948,Gold,12969
M,Denmark,1964,Gold,12998
M,Denmark,1952,Gold,13042
F,Denmark,1924,Bronze,13171
M,Denmark,1964,Gold,13350
M,Denmark,1920,Gold,13352
M,Denmark,1996,Gold,13444
M,Denmark,1948,Gold,13445
M,Denmark,1920,Silver,13502
M,Denmark,1906,Gold,13572
F,Denmark,1948,Gold,13841
F,Denmark,1996,Gold,13871
F,Denmark,2000,Gold,13872
F,Denmark,1998,Silver,13957
M,Denmark,1920,Gold,13959
M,Denmark,1906,Silver,13960
M,Denmark,1920,Silver,14018
M,Denmark,2012,Silver,14282
F,Denmark,2004,Gold,14283
M,Denmark,1960,Bronze,14284
M,Denmark,1996,Gold,14286
M,Denmark,1920,Silver,14524
F,Denmark,1936,Silver,14552
M,Denmark,1964,Bronze,14833
F,Denmark,1932,Bronze,15047
M,Denmark,2000,Gold,15049
M,Denmark,1920,Silver,15105
M,Denmark,1984,Silver,15106
M,Denmark,1984,Bronze,15107
M,Denmark,1920,Gold,15225
M,Denmark,1912,Silver,15363
M,Denmark,1948,Silver,15364
M,Denmark,1908,Bronze,15366
M,Denmark,1912,Bronze,15367
F,Denmark,2004,Bronze,15369
M,Denmark,2016,Gold,15371
M,Denmark,1948,Bronze,15374
M,Denmark,1912,Silver,15375
M,Denmark,1968,Silver,15380
M,Denmark,1968,Gold,15381
M,Denmark,1960,Silver,15382
M,Denmark,1976,Gold,15383
M,Denmark,1980,Gold,15384
M,Denmark,1906,Gold,15385
M,Denmark,1906,Gold,15386
M,Denmark,1908,Bronze,15387
M,Denmark,1912,Bronze,15388
F,Denmark,2004,Gold,15390
M,Denmark,1948,Bronze,15391
M,Denmark,1896,Silver,15392
M,Denmark,1896,Gold,15393
M,Denmark,1896,Bronze,15394
F,Denmark,1984,Silver,15395
F,Denmark,2004,Bronze,15471
M,Denmark,1960,Bronze,15474
M,Denmark,1984,Bronze,15475
M,Denmark,1920,Silver,15584
M,Denmark,1912,Bronze,15586
M,Denmark,1920,Gold,15657
M,Denmark,1920,Silver,15937
M,Denmark,1920,Silver,15938
M,Denmark,1920,Silver,15939
M,Denmark,2008,Silver,15940
M,Denmark,1912,Silver,15941
F,Denmark,2016,Silver,15942
M,Denmark,1968,Bronze,15943
M,Denmark,2008,Gold,15944
M,Denmark,2012,Bronze,15945
M,Denmark,2016,Silver,15946
M,Denmark,1928,Gold,15947
M,Denmark,1968,Silver,15948
M,Denmark,1932,Bronze,15949
M,Denmark,1912,Bronze,15950
M,Denmark,1952,Bronze,15953
M,Denmark,1920,Gold,15971
F,Denmark,2016,Silver,15972
M,Denmark,2000,Silver,17195
M,Denmark,2004,Bronze,17196
M,Denmark,1912,Silver,17252
M,Denmark,1924,Silver,17256
M,Denmark,1912,Silver,17257
M,Denmark,1920,Silver,17258
M,Denmark,2008,Gold,17259
F,Denmark,2000,Gold,17364
F,Denmark,2004,Gold,17365
M,Denmark,1912,Silver,17370
F,Denmark,1996,Gold,17376
F,Denmark,2000,Gold,17377
M,Denmark,1980,Silver,17378
M,Denmark,1906,Silver,17436
M,Denmark,1906,Silver,17437
M,Denmark,1932,Silver,17446
M,Denmark,1948,Bronze,17591
M,Denmark,2008,Silver,17592
F,Denmark,1984,Bronze,17662
F,Denmark,1996,Gold,17772
F,Denmark,2000,Gold,17773
M,Denmark,1968,Bronze,18258
M,Denmark,1968,Bronze,18259
M,Denmark,1912,Bronze,18356
M,Denmark,2016,Gold,18367
M,Denmark,2004,Gold,18400
M,Denmark,1932,Silver,18726
F,Denmark,1948,Silver,18899
F,Denmark,1952,Bronze,18900
M,Denmark,1920,Silver,19001
M,Denmark,2016,Gold,19047
M,Denmark,2012,Bronze,19084
M,Denmark,1920,Gold,19105
M,Denmark,1948,Silver,19191
M,Denmark,1912,Silver,19193
M,Denmark,1948,Bronze,19200
M,Denmark,1936,Silver,19202
M,Denmark,1948,Bronze,19205
M,Denmark,1968,Bronze,19206
M,Denmark,1948,Silver,19207
M,Denmark,2016,Silver,19208
M,Denmark,1920,Silver,19209
M,Denmark,1912,Bronze,19210
M,Denmark,1906,Silver,19211
M,Denmark,2016,Gold,19212
M,Denmark,1912,Bronze,19213
M,Denmark,1912,Bronze,19214
M,Denmark,1920,Silver,19215
M,Denmark,1920,Gold,19216
M,Denmark,1924,Bronze,19217
M,Denmark,2016,Bronze,19218
F,Denmark,1996,Gold,19359
M,Denmark,1912,Silver,19361
F,Denmark,1998,Silver,19391
M,Denmark,1912,Silver,19695
M,Denmark,1906,Gold,20267
M,Denmark,1908,Silver,20268
F,Denmark,2004,Bronze,20455
M,Denmark,1906,Silver,20702
M,Denmark,1976,Bronze,20921
M,Denmark,1948,Bronze,20931
M,Denmark,1936,Bronze,20954
M,Denmark,1912,Silver,21042
M,Denmark,1900,Bronze,21043
M,Denmark,1968,Gold,21049
M,Denmark,2016,Bronze,21228
F,Denmark,1996,Gold,21229
M,Denmark,2008,Silver,21231
M,Denmark,1992,Bronze,21232
M,Denmark,1920,Silver,21233
M,Denmark,1900,Gold,21234
M,Denmark,1912,Silver,21235
M,Denmark,1912,Bronze,21236
M,Denmark,1920,Silver,21237
M,Denmark,1920,Gold,21238
M,Denmark,2016,Silver,21239
M,Denmark,1906,Silver,21240
M,Denmark,1920,Gold,21241
M,Denmark,2000,Bronze,21242
M,Denmark,1912,Bronze,21243
M,Denmark,1906,Silver,21564
M,Denmark,1920,Gold,21698
M,Denmark,1912,Silver,21759
M,Denmark,1968,Silver,21787
F,Denmark,2000,Silver,21867
M,Denmark,1988,Bronze,22091
M,Denmark,2004,Bronze,22273
M,Denmark,1920,Silver,22925
M,Denmark,1928,Bronze,22988
M,Denmark,1908,Silver,23015
M,Denmark,1908,Silver,23016
M,Denmark,1912,Silver,23017
F,Denmark,2004,Gold,23082
M,Denmark,2012,Silver,23457
M,Denmark,2016,Gold,23815
F,Denmark,2000,Gold,23816
F,Denmark,2004,Gold,23817
M,Denmark,1968,Silver,23818
M,Denmark,1920,Gold,23912
M,Denmark,2004,Gold,23913
M,Denmark,2008,Silver,23918
M,Denmark,1900,Silver,24780
M,Denmark,1900,Silver,24781
M,Denmark,1900,Silver,24782
M,Denmark,1920,Gold,24783
F,Denmark,2000,Gold,24784
M,Denmark,1988,Silver,24785
M,Denmark,1992,Bronze,24786
M,Denmark,1948,Bronze,24787
M,Denmark,1948,Bronze,24789
M,Denmark,1960,Silver,24790
M,Denmark,1924,Gold,24791
M,Denmark,1960,Silver,24792
M,Denmark,1960,Silver,24793
M,Denmark,1896,Silver,24794
M,Denmark,1896,Bronze,24795
M,Denmark,1896,Bronze,24796
M,Denmark,1992,Bronze,24800
M,Denmark,1984,Bronze,24801
M,Denmark,1928,Gold,24802
M,Denmark,1932,Silver,24803
M,Denmark,1912,Bronze,24804
M,Denmark,2016,Gold,24805
F,Denmark,2016,Bronze,24806
M,Denmark,1920,Silver,24808
M,Denmark,1920,Silver,24809
M,Denmark,1906,Gold,24810
M,Denmark,1908,Silver,24811
M,Denmark,1912,Silver,24812
M,Denmark,1912,Silver,24813
M,Denmark,1908,Silver,24814
M,Denmark,1912,Silver,24815
M,Denmark,1992,Silver,24816
F,Denmark,1980,Bronze,24817
M,Denmark,1912,Bronze,25088
M,Denmark,1964,Bronze,25110
M,Denmark,2016,Gold,25209
F,Denmark,2004,Gold,25210
M,Denmark,2012,Bronze,25211
M,Denmark,1920,Silver,25623
M,Denmark,1912,Silver,25635
M,Denmark,1912,Silver,25637
M,Denmark,1948,Bronze,25641
M,Denmark,2004,Silver,25642
M,Denmark,2016,Gold,25650
M,Denmark,1912,Bronze,25651
M,Denmark,1968,Gold,25661
M,Denmark,1936,Silver,25662
M,Denmark,1912,Bronze,25663
M,Denmark,1920,Gold,25664
M,Denmark,1932,Silver,25665
M,Denmark,1906,Silver,25691
M,Denmark,1912,Bronze,25692
M,Denmark,1948,Bronze,25861
M,Denmark,1980,Bronze,25862
F,Denmark,1924,Gold,25903
M,Denmark,1912,Silver,25904
F,Denmark,2016,Bronze,25992
F,Denmark,2004,Bronze,26020
M,Denmark,1948,Bronze,26046
M,Denmark,1948,Silver,26415
M,Denmark,1920,Silver,26650
M,Denmark,1912,Bronze,26651
M,Denmark,1906,Gold,26653
M,Denmark,1920,Gold,26657
F,Denmark,2016,Silver,26659
M,Denmark,1920,Silver,26660
M,Denmark,1948,Gold,26661
M,Denmark,1936,Bronze,26662
M,Denmark,1912,Silver,26663
M,Denmark,1920,Silver,26664
M,Denmark,1906,Silver,26665
M,Denmark,1912,Silver,26666
M,Denmark,1920,Silver,26670
M,Denmark,1906,Silver,26671
M,Denmark,1912,Bronze,26672
M,Denmark,1912,Silver,26674
M,Denmark,1906,Gold,26677
M,Denmark,1968,Gold,26678
M,Denmark,1912,Silver,26679
M,Denmark,1920,Silver,26680
M,Denmark,1960,Silver,26681
F,Denmark,2016,Bronze,26682
M,Denmark,1952,Bronze,26688
M,Denmark,1920,Gold,26986
M,Denmark,1912,Silver,26987
M,Denmark,1964,Gold,26989
M,Denmark,1920,Silver,26991
M,Denmark,1992,Bronze,26992
M,Denmark,1924,Silver,26993
M,Denmark,1932,Silver,26994
M,Denmark,1948,Silver,26995
M,Denmark,1906,Silver,26998
M,Denmark,1912,Bronze,26999
M,Denmark,1920,Silver,27003
M,Denmark,1924,Silver,27004
M,Denmark,1924,Silver,27006
F,Denmark,2000,Gold,27008
F,Denmark,2004,Gold,27009
M,Denmark,1948,Bronze,27355
M,Denmark,1948,Bronze,27506
F,Denmark,1998,Silver,27760
M,Denmark,2008,Silver,27839
M,Denmark,1996,Gold,27840
M,Denmark,1948,Bronze,28059
M,Denmark,2016,Bronze,28178
M,Denmark,2008,Bronze,28238
M,Denmark,2012,Gold,28239
F,Denmark,1998,Silver,28241
M,Denmark,1906,Gold,28395
F,Denmark,1996,Gold,28456
F,Denmark,2000,Gold,28457
M,Denmark,1952,Gold,28476
M,Denmark,2008,Silver,28494
M,Denmark,1920,Silver,28495
M,Denmark,1908,Silver,28496
F,Denmark,1984,Bronze,28497
M,Denmark,1928,Silver,28498
M,Denmark,1980,Gold,28499
F,Denmark,2016,Bronze,28500
M,Denmark,2008,Bronze,28501
M,Denmark,2012,Gold,28502
M,Denmark,1984,Silver,28503
M,Denmark,1984,Bronze,28504
M,Denmark,1920,Silver,28505
M,Denmark,1906,Gold,28506
M,Denmark,1906,Silver,28507
M,Denmark,1912,Silver,28555
F,Denmark,2016,Bronze,29069
M,Denmark,1964,Silver,29273
F,Denmark,2000,Gold,29587
F,Denmark,1996,Gold,29682
M,Denmark,1920,Gold,29741
F,Denmark,2016,Bronze,30236
M,Denmark,1992,Bronze,30373
M,Denmark,1920,Gold,30592
M,Denmark,1948,Bronze,30638
M,Denmark,1948,Silver,30999
M,Denmark,1900,Bronze,31054
M,Denmark,1988,Bronze,31230
M,Denmark,1992,Gold,31231
M,Denmark,1948,Bronze,31240
M,Denmark,1992,Gold,31284
M,Denmark,1928,Bronze,32010
F,Denmark,2004,Gold,32271
M,Denmark,1906,Silver,32273
F,Denmark,2016,Silver,32335
F,Denmark,1956,Bronze,32792
M,Denmark,2016,Gold,32793
M,Denmark,1912,Silver,32797
M,Denmark,1932,Silver,32798
M,Denmark,1920,Silver,32799
M,Denmark,1920,Silver,32800
M,Denmark,1920,Gold,32801
M,Denmark,1960,Bronze,32802
F,Denmark,1936,Bronze,32803
F,Denmark,1984,Bronze,32804
M,Denmark,1964,Bronze,32805
M,Denmark,1948,Bronze,32806
M,Denmark,1960,Silver,32807
M,Denmark,1928,Gold,32809
M,Denmark,1996,Silver,32810
M,Denmark,1920,Silver,32811
M,Denmark,1992,Bronze,33616
F,Denmark,1996,Gold,33787
M,Denmark,2016,Gold,33856
M,Denmark,1912,Bronze,33873
F,Denmark,1948,Silver,33874
