Sex,Team,Year,Medal
F,Kazakhstan,,Bronze
M,Kazakhstan,1990-1998,Bronze
M,Kazakhstan,,Gold
M,Kazakhstan,,Gold
M,Kazakhstan,,Gold
M,Kazakhstan,,Bronze
M,Kazakhstan,,Bronze
M,Kazakhstan,1990-1998,Silver
F,Kazakhstan,,Silver
M,Kazakhstan,,Silver
F,Kazakhstan,,Bronze
M,Kazakhstan,,Silver
M,Kazakhstan,,Bronze
M,Kazakhstan,1990-1998,Bronze
F,Kazakhstan,,Gold
M,Kazakhstan,,Bronze
F,Kazakhstan,,Bronze
F,Kazakhstan,,Silver
M,Kazakhstan,1990-1998,Gold
M,Kazakhstan,,Bronze
F,Kazakhstan,,Silver
M,Kazakhstan,,Silver
M,Kazakhstan,,Silver
M,Kazakhstan,1990-1998,Bronze
M,Kazakhstan,1990-1998,Gold
F,Kazakhstan,,Gold
F,Kazakhstan,1990-1998,Bronze
M,Kazakhstan,,Gold
F,Kazakhstan,,Gold
F,Kazakhstan,,Bronze
M,Kazakhstan,,Gold
M,Kazakhstan,,Gold
M,Kazakhstan,,Gold
F,Kazakhstan,,Bronze
F,Kazakhstan,,Bronze
F,Kazakhstan,,Gold
M,Kazakhstan,,Bronze
M,Kazakhstan,,Silver
M,Kazakhstan,1990-1998,Silver
M,Kazakhstan,1990-1998,Gold
M,Kazakhstan,1990-1998,Silver
M,Kazakhstan,1990-1998,Bronze
F,Kazakhstan,,Bronze
M,Kazakhstan,,Bronze
M,Kazakhstan,,Bronze
M,Kazakhstan,,Bronze
M,Kazakhstan,,Silver
M,Kazakhstan,,Silver
M,Kazakhstan,,Bronze
F,Kazakhstan,,Silver
M,Kazakhstan,,Silver
M,Kazakhstan,,Gold
M,Kazakhstan,1990-1998,Bronze
F,Kazakhstan,,Bronze
M,Kazakhstan,,Bronze
M,Kazakhstan,,Gold
M,Kazakhstan,,Bronze
F,Kazakhstan,,Silver
M,Kazakhstan,1990-1998,Gold
M,Kazakhstan,,Silver
M,Kazakhstan,1990-1998,Silver
M,Kazakhstan,,Silver
M,Kenya,1950-1972,Silver
M,Kenya,1950-1972,Gold
M,Kenya,1972-1989,Bronze
M,Kenya,1990-1998,Gold
M,Kenya,1990-1998,Silver
M,Kenya,1990-1998,Silver
M,Kenya,1950-1972,Gold
M,Kenya,1950-1972,Bronze
M,Kenya,,Silver
M,Kenya,1950-1972,Silver
M,Kenya,,Gold
M,Kenya,1990-1998,Silver
F,Kenya,,Bronze
F,Kenya,,Silver
F,Kenya,,Bronze
F,Kenya,,Gold
F,Kenya,,Silver
M,Kenya,1972-1989,Gold
F,Kenya,,Gold
F,Kenya,,Silver
F,Kenya,,Silver
F,Kenya,,Silver
M,Kenya,1950-1972,Silver
M,Kenya,1972-1989,Gold
M,Kenya,1950-1972,Gold
M,Kenya,1950-1972,Silver
M,Kenya,1950-1972,Silver
M,Kenya,1950-1972,Gold
M,Kenya,,Gold
M,Kenya,,Gold
M,Kenya,1990-1998,Gold
F,Kenya,,Gold
M,Kenya,1972-1989,Bronze
M,Kenya,,Bronze
M,Kenya,,Silver
M,Kenya,,Gold
M,Kenya,1990-1998,Bronze
M,Kenya,,Gold
M,Kenya,1990-1998,Silver
M,Kenya,,Bronze
M,Kenya,1950-1972,Bronze
M,Kenya,1950-1972,Silver
M,Kenya,,Silver
M,Kenya,,Gold
M,Kenya,,Gold
M,Kenya,1990-1998,Silver
F,Kenya,,Silver
M,Kenya,,Silver
M,Kenya,,Bronze
M,Kenya,1990-1998,Bronze
F,Kenya,,Silver
M,Kenya,,Bronze
M,Kenya,1972-1989,Silver
M,Kenya,1950-1972,Silver
M,Kenya,,Bronze
F,Kenya,1990-1998,Silver
M,Kenya,1972-1989,Gold
M,Kenya,,Gold
M,Kenya,,Bronze
M,Kenya,,Silver
F,Kenya,,Gold
M,Kenya,,Bronze
F,Kenya,,Bronze
M,Kenya,,Bronze
M,Kenya,1950-1972,Bronze
M,Kenya,1950-1972,Bronze
M,Kenya,1972-1989,Bronze
M,Kenya,,Bronze
M,Kenya,1990-1998,Bronze
F,Kenya,,Silver
F,Kenya,,Silver
M,Kenya,,Gold
M,Kenya,1972-1989,Gold
M,Kenya,1950-1972,Silver
M,Kenya,1950-1972,Gold
F,Kenya,,Silver
F,Kenya,,Silver
M,Kenya,1990-1998,Bronze
M,Kenya,1950-1972,Gold
M,Kenya,1972-1989,Gold
M,Kenya,1950-1972,Silver
M,Kenya,,Gold
M,Kenya,,Gold
M,Kenya,1972-1989,Bronze
M,Kenya,1950-1972,Bronze
M,Kenya,1950-1972,Gold
M,Kenya,1990-1998,Silver
M,Kenya,,Bronze
F,Kenya,,Gold
M,Kenya,,Silver
M,Kenya,1990-1998,Gold
M,Kenya,1950-1972,Bronze
M,Kenya,1950-1972,Gold
M,Kenya,1990-1998,Silver
M,Kenya,,Silver
M,Kenya,,Silver
M,Kenya,1990-1998,Bronze
M,Kenya,,Silver
M,Kenya,1972-1989,Silver
F,Kenya,,Bronze
M,Kenya,1972-1989,Gold
M,Kenya,,Gold
M,Kenya,1950-1972,Bronze
M,Kenya,1950-1972,Silver
M,Kenya,,Bronze
M,Kenya,,Silver
F,Kosovo,,Gold
M,Kuwait,,Bronze
M,Kuwait,,Bronze
M,Kyrgyzstan,,Silver
M,Kyrgyzstan,,Bronze
M,Kyrgyzstan,,Bronze
M,Latvia,1913-1949,Silver
M,Latvia,1913-1949,Bronze
M,Latvia,1913-1949,Silver
M,Latvia,,Silver
M,Latvia,,Silver
M,Latvia,,Silver
M,Latvia,1990-1998,Silver
M,Latvia,1990-1998,Silver
M,Latvia,,Silver
M,Latvia,1990-1998,Silver
M,Latvia,1990-1998,Bronze
M,Latvia,,Bronze
M,Latvia,,Bronze
F,Latvia,,Silver
M,Latvia,,Silver
M,Latvia,,Silver
M,Latvia,,Bronze
M,Latvia,,Bronze
M,Latvia,,Bronze
M,Latvia,,Gold
M,Latvia,,Gold
F,Latvia,,Bronze
M,Latvia,,Silver
M,Latvia,,Gold
M,Latvia,,Bronze
M,Latvia,,Silver
M,Latvia,,Silver
M,Latvia,,Bronze
M,Latvia,,Silver
M,Latvia,,Bronze
M,Latvia,,Silver
M,Latvia,,Bronze
M,Latvia,,Bronze
M,Latvia,,Silver
M,Latvia,,Silver
M,Lebanon,1972-1989,Bronze
M,Lebanon,1950-1972,Silver
M,Lebanon,1950-1972,Bronze
M,Lebanon,1950-1972,Silver
M,Liechtenstein,1972-1989,Bronze
M,Liechtenstein,1972-1989,Bronze
F,Liechtenstein,1972-1989,Bronze
M,Liechtenstein,1972-1989,Silver
M,Liechtenstein,1972-1989,Bronze
F,Liechtenstein,1972-1989,Bronze
F,Liechtenstein,1972-1989,Silver
F,Liechtenstein,1972-1989,Gold
F,Liechtenstein,1972-1989,Gold
M,Lithuania,,Bronze
M,Lithuania,,Gold
M,Lithuania,,Gold
M,Lithuania,,Bronze
F,Lithuania,,Gold
M,Lithuania,1990-1998,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,,Bronze
M,Lithuania,,Bronze
M,Lithuania,,Silver
F,Lithuania,,Gold
M,Lithuania,,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,,Silver
M,Lithuania,1990-1998,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,,Bronze
M,Lithuania,,Bronze
F,Lithuania,,Gold
M,Lithuania,,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,,Bronze
F,Lithuania,,Bronze
M,Lithuania,,Bronze
M,Lithuania,,Silver
M,Lithuania,1990-1998,Bronze
M,Lithuania,1990-1998,Bronze
F,Lithuania,,Bronze
M,Lithuania,,Bronze
F,Lithuania,,Silver
M,Lithuania,,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,,Bronze
M,Lithuania,,Silver
M,Lithuania,,Bronze
M,Lithuania,1990-1998,Gold
M,Lithuania,1990-1998,Bronze
F,Lithuania,,Bronze
M,Lithuania,1990-1998,Bronze
F,Lithuania,,Bronze
F,Lithuania,,Silver
M,Lithuania,,Silver
M,Lithuania,,Bronze
F,Lithuania,,Bronze
M,Lithuania,1990-1998,Bronze
M,Lithuania,,Bronze
M,Lithuania,1990-1998,Bronze
M,Luxembourg,1913-1949,Silver
M,Luxembourg,1950-1972,Gold
M,Luxembourg,1990-1998,Silver
M,Luxembourg,1990-1998,Silver
M,Luxembourg,1913-1949,Silver
M,Luxembourg,1913-1949,Gold
M,Luxembourg,1913-1949,Gold
M,Luxembourg,Before 1913,Gold
M,Macedonia,,Bronze
M,Malaysia,,Bronze
M,Malaysia,,Silver
F,Malaysia,,Silver
F,Malaysia,,Silver
M,Malaysia,,Silver
M,Malaysia,,Silver
M,Malaysia,,Silver
M,Malaysia,,Silver
F,Malaysia,,Bronze
F,Malaysia,,Silver
M,Malaysia,1990-1998,Bronze
M,Malaysia,,Silver
M,Malaysia,1990-1998,Silver
M,Malaysia,1990-1998,Silver
M,Malaysia,1990-1998,Bronze
M,Malaysia,1990-1998,Bronze
M,Mauritius,,Bronze
M,Mexico,1972-1989,Silver
M,Mexico,,Gold
F,Mexico,,Bronze
M,Mexico,1972-1989,Bronze
M,Mexico,1972-1989,Gold
M,Mexico,,Bronze
M,Mexico,1913-1949,Bronze
M,Mexico,1913-1949,Bronze
M,Mexico,1950-1972,Bronze
M,Mexico,1913-1949,Silver
M,Mexico,1913-1949,Bronze
M,Mexico,1972-1989,Gold
M,Mexico,1913-1949,Bronze
M,Mexico,1950-1972,Silver
M,Mexico,1950-1972,Bronze
M,Mexico,1950-1972,Gold
M,Mexico,,Gold
M,Mexico,1913-1949,Bronze
M,Mexico,,Gold
M,Mexico,,Gold
M,Mexico,1913-1949,Bronze
M,Mexico,1950-1972,Gold
M,Mexico,,Gold
M,Mexico,,Gold
F,Mexico,,Bronze
F,Mexico,,Silver
F,Mexico,,Gold
F,Mexico,,Bronze
F,Mexico,,Silver
M,Mexico,,Bronze
M,Mexico,,Gold
M,Mexico,1950-1972,Bronze
M,Mexico,1913-1949,Bronze
M,Mexico,,Silver
M,Mexico,1950-1972,Silver
M,Mexico,1972-1989,Silver
M,Mexico,1913-1949,Bronze
M,Mexico,1972-1989,Bronze
F,Mexico,,Silver
M,Mexico,1972-1989,Bronze
M,Mexico,1972-1989,Silver
M,Mexico,1972-1989,Gold
M,Mexico,1913-1949,Bronze
F,Mexico,,Silver
F,Mexico,,Silver
M,Mexico,,Bronze
M,Mexico,,Silver
M,Mexico,1913-1949,Bronze
M,Mexico,,Gold
M,Mexico,1913-1949,Silver
M,Mexico,,Gold
M,Mexico,,Gold
F,Mexico,,Gold
M,Mexico,1972-1989,Silver
M,Mexico,1913-1949,Gold
M,Mexico,1913-1949,Gold
M,Mexico,1913-1949,Bronze
M,Mexico,1913-1949,Bronze
M,Mexico,1972-1989,Bronze
M,Mexico,1972-1989,Bronze
M,Mexico,1990-1998,Silver
M,Mexico,,Gold
M,Mexico,1913-1949,Bronze
M,Mexico,1950-1972,Gold
M,Mexico,1913-1949,Bronze
M,Mexico,1913-1949,Bronze
F,Mexico,,Silver
M,Mexico,1913-1949,Bronze
F,Mexico,,Bronze
M,Mexico,1913-1949,Bronze
M,Mexico,1972-1989,Bronze
M,Mexico,1950-1972,Silver
M,Mexico,,Gold
M,Mexico,,Gold
M,Mexico,1972-1989,Bronze
M,Mexico,1972-1989,Bronze
M,Mexico,1972-1989,Bronze
M,Mexico,,Silver
M,Mexico,,Gold
F,Mexico,1950-1972,Bronze
M,Mexico,1913-1949,Bronze
M,Mexico,,Gold
M,Mexico,1950-1972,Bronze
M,Mexico,,Bronze
M,Mexico,1950-1972,Gold
F,Mexico,1950-1972,Silver
F,Mexico,,Silver
F,Mexico,,Bronze
M,Mexico,,Silver
M,Mexico,,Gold
M,Mexico,,Silver
M,Mexico,,Silver
M,Mexico,,Bronze
F,Mexico,,Bronze
M,Mexico,1990-1998,Bronze
M,Mexico,1913-1949,Bronze
M,Mexico,1913-1949,Bronze
M,Mexico,1972-1989,Bronze
M,Mexico,1913-1949,Silver
M,Mexico,1913-1949,Gold
M,Mexico,1972-1989,Bronze
M,Mexico,1913-1949,Gold
M,Mexico,1972-1989,Bronze
M,Mexico,,Gold
M,Mexico,1972-1989,Bronze
M,Mexico,1950-1972,Silver
M,Mexico,1950-1972,Bronze
M,Moldova,,Bronze
M,Moldova,,Bronze
M,Moldova,,Bronze
F,Moldova,,Bronze
M,Moldova,1990-1998,Silver
M,Moldova,,Silver
M,Moldova,1990-1998,Bronze
M,Moldova,1990-1998,Silver
M,Monaco,1913-1949,Bronze
M,Mongolia,1950-1972,Bronze
M,Mongolia,1950-1972,Bronze
M,Mongolia,,Bronze
M,Mongolia,1990-1998,Bronze
F,Mongolia,1990-1998,Bronze
F,Mongolia,,Silver
M,Mongolia,1972-1989,Bronze
M,Mongolia,,Gold
M,Mongolia,1972-1989,Silver
M,Mongolia,1950-1972,Silver
M,Mongolia,,Bronze
M,Mongolia,1950-1972,Silver
M,Mongolia,,Gold
M,Mongolia,,Silver
M,Mongolia,1990-1998,Bronze
M,Mongolia,1972-1989,Bronze
M,Mongolia,,Silver
F,Mongolia,,Silver
M,Mongolia,,Silver
M,Mongolia,1972-1989,Bronze
M,Mongolia,,Bronze
F,Mongolia,,Bronze
M,Mongolia,1950-1972,Bronze
M,Mongolia,1972-1989,Silver
M,Mongolia,,Bronze
M,Mongolia,1972-1989,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
F,Montenegro,,Silver
M,Morocco,1972-1989,Bronze
M,Morocco,1990-1998,Bronze
M,Morocco,1972-1989,Gold
M,Morocco,1972-1989,Bronze
M,Morocco,1950-1972,Silver
F,Morocco,,Silver
F,Morocco,,Bronze
F,Morocco,,Bronze
M,Morocco,1990-1998,Bronze
M,Morocco,1972-1989,Gold
M,Morocco,,Silver
M,Morocco,,Gold
M,Morocco,,Gold
M,Morocco,1990-1998,Silver
F,Morocco,1972-1989,Gold
M,Morocco,,Bronze
M,Morocco,,Silver
M,Morocco,1990-1998,Bronze
M,Morocco,,Bronze
M,Morocco,,Bronze
M,Morocco,,Bronze
M,Morocco,1990-1998,Gold
M,Morocco,,Bronze
F,Mozambique,1990-1998,Bronze
F,Mozambique,,Gold
M,Namibia,1990-1998,Silver
M,Namibia,1990-1998,Silver
M,Namibia,1990-1998,Silver
M,Namibia,1990-1998,Silver
M,Nepal,1913-1949,Gold
F,Netherlands,1972-1989,Bronze
M,Netherlands,1990-1998,Silver
F,Netherlands,,Bronze
F,Netherlands,,Silver
F,Netherlands,,Gold
F,Netherlands,,Gold
F,Netherlands,1913-1949,Gold
M,Netherlands,1950-1972,Silver
M,Netherlands,1913-1949,Silver
F,Netherlands,,Silver
M,Netherlands,,Silver
F,Netherlands,1950-1972,Bronze
F,Netherlands,1950-1972,Bronze
F,Netherlands,1950-1972,Silver
F,Netherlands,1950-1972,Gold
M,Netherlands,,Silver
M,Netherlands,,Silver
F,Netherlands,1913-1949,Silver
F,Netherlands,1990-1998,Silver
F,Netherlands,1990-1998,Silver
M,Netherlands,1990-1998,Gold
M,Netherlands,,Silver
M,Netherlands,,Silver
M,Netherlands,Before 1913,Bronze
M,Netherlands,1913-1949,Gold
M,Netherlands,1913-1949,Silver
F,Netherlands,,Bronze
M,Netherlands,1990-1998,Silver
F,Netherlands,1972-1989,Gold
F,Netherlands,1972-1989,Bronze
M,Netherlands,1972-1989,Bronze
M,Netherlands,,Bronze
M,Netherlands,,Gold
F,Netherlands,,Silver
F,Netherlands,,Bronze
F,Netherlands,,Silver
F,Netherlands,,Silver
F,Netherlands,1950-1972,Bronze
M,Netherlands,1913-1949,Bronze
F,Netherlands,1950-1972,Silver
M,Netherlands,1950-1972,Silver
M,Netherlands,1990-1998,Silver
M,Netherlands,1990-1998,Gold
F,Netherlands,1913-1949,Gold
F,Netherlands,1913-1949,Gold
F,Netherlands,1913-1949,Gold
F,Netherlands,1913-1949,Gold
M,Netherlands,,Bronze
M,Netherlands,,Silver
M,Netherlands,,Gold
F,Netherlands,1972-1989,Gold
F,Netherlands,,Bronze
F,Netherlands,,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1950-1972,Silver
M,Netherlands,Before 1913,Bronze
F,Netherlands,1972-1989,Gold
F,Netherlands,1972-1989,Bronze
F,Netherlands,1990-1998,Silver
F,Netherlands,,Silver
F,Netherlands,,Silver
F,Netherlands,,Bronze
F,Netherlands,,Silver
F,Netherlands,,Gold
F,Netherlands,,Bronze
F,Netherlands,,Silver
M,Netherlands,1913-1949,Bronze
F,Netherlands,1972-1989,Gold
M,Netherlands,1990-1998,Silver
M,Netherlands,,Silver
M,Netherlands,1950-1972,Bronze
M,Netherlands,,Silver
F,Netherlands,,Silver
F,Netherlands,,Silver
F,Netherlands,,Silver
F,Netherlands,,Bronze
F,Netherlands,,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Silver
M,Netherlands,1913-1949,Silver
M,Netherlands,1913-1949,Bronze
M,Netherlands,1990-1998,Silver
F,Netherlands,1913-1949,Bronze
M,Netherlands,Before 1913,Bronze
M,Netherlands,Before 1913,Bronze
M,Netherlands,Before 1913,Bronze
F,Netherlands,,Bronze
F,Netherlands,,Silver
M,Netherlands,Before 1913,Bronze
M,Netherlands,1913-1949,Bronze
F,Netherlands,,Silver
F,Netherlands,,Gold
M,Netherlands,1972-1989,Bronze
M,Netherlands,1990-1998,Gold
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Silver
M,Netherlands,1913-1949,Silver
M,Netherlands,1990-1998,Gold
M,Netherlands,,Bronze
F,Netherlands,1972-1989,Silver
F,Netherlands,1972-1989,Bronze
F,Netherlands,1972-1989,Bronze
M,Netherlands,1972-1989,Bronze
M,Netherlands,1990-1998,Gold
M,Netherlands,,Gold
M,Netherlands,1950-1972,Silver
M,Netherlands,1950-1972,Silver
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,,Silver
F,Netherlands,1950-1972,Silver
M,Netherlands,,Silver
M,Netherlands,,Silver
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,,Gold
F,Netherlands,1972-1989,Bronze
M,Netherlands,1972-1989,Bronze
F,Netherlands,,Gold
M,Netherlands,1913-1949,Bronze
M,Netherlands,,Silver
M,Netherlands,1913-1949,Gold
M,Netherlands,1950-1972,Bronze
F,Netherlands,,Silver
F,Netherlands,,Bronze
F,Netherlands,1972-1989,Bronze
F,Netherlands,1972-1989,Bronze
M,Netherlands,1972-1989,Bronze
M,Netherlands,1990-1998,Gold
F,Netherlands,1972-1989,Gold
F,Netherlands,1972-1989,Bronze
F,Netherlands,,Gold
M,Netherlands,1972-1989,Bronze
M,Netherlands,1913-1949,Gold
F,Netherlands,,Silver
F,Netherlands,,Gold
F,Netherlands,,Gold
F,Netherlands,,Gold
F,Netherlands,,Silver
F,Netherlands,,Gold
F,Netherlands,,Gold
F,Netherlands,,Silver
F,Netherlands,,Bronze
F,Netherlands,,Bronze
M,Netherlands,Before 1913,Bronze
M,Netherlands,1913-1949,Silver
F,Netherlands,,Gold
F,Netherlands,,Gold
F,Netherlands,,Silver
M,Netherlands,Before 1913,Bronze
F,Netherlands,,Bronze
F,Netherlands,,Bronze
F,Netherlands,,Silver
F,Netherlands,,Bronze
F,Netherlands,1990-1998,Bronze
M,Netherlands,Before 1913,Bronze
M,Netherlands,Before 1913,Bronze
M,Netherlands,Before 1913,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1990-1998,Silver
M,Netherlands,,Gold
M,Netherlands,,Bronze
M,Netherlands,,Bronze
M,Netherlands,1913-1949,Bronze
F,Netherlands,1972-1989,Bronze
F,Netherlands,1990-1998,Bronze
M,Netherlands,Before 1913,Bronze
M,Netherlands,Before 1913,Bronze
M,Netherlands,1913-1949,Gold
M,Netherlands,1913-1949,Silver
M,Netherlands,1913-1949,Gold
F,Netherlands,1972-1989,Silver
F,Netherlands,1913-1949,Gold
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1990-1998,Gold
M,Netherlands,,Gold
M,Netherlands,,Silver
M,Netherlands,,Silver
F,Netherlands,,Silver
F,Netherlands,,Gold
M,Netherlands,1913-1949,Bronze
F,Netherlands,1972-1989,Bronze
F,Netherlands,1972-1989,Gold
F,Netherlands,1990-1998,Bronze
M,Netherlands,,Silver
M,Netherlands,1913-1949,Bronze
F,Netherlands,1990-1998,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Silver
M,Netherlands,1913-1949,Bronze
F,Netherlands,,Silver
M,Netherlands,,Silver
M,Netherlands,Before 1913,Bronze
M,Netherlands,1972-1989,Bronze
F,Netherlands,,Bronze
M,Netherlands,1990-1998,Silver
F,Netherlands,,Silver
F,Netherlands,,Bronze
F,Netherlands,,Gold
F,Netherlands,,Silver
F,Netherlands,,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1990-1998,Silver
M,Netherlands,1972-1989,Bronze
M,Netherlands,1990-1998,Gold
M,Netherlands,1990-1998,Gold
M,Netherlands,,Gold
M,Netherlands,,Silver
M,Netherlands,1950-1972,Gold
F,Netherlands,1913-1949,Silver
F,Netherlands,1913-1949,Silver
F,Netherlands,1913-1949,Gold
M,Netherlands,1913-1949,Bronze
F,Netherlands,1972-1989,Bronze
F,Netherlands,1972-1989,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1950-1972,Silver
M,Netherlands,,Silver
M,Netherlands,,Silver
M,Netherlands,,Silver
M,Netherlands,1972-1989,Bronze
F,Netherlands,1950-1972,Silver
F,Netherlands,1950-1972,Gold
F,Netherlands,,Gold
F,Netherlands,,Gold
F,Netherlands,,Silver
M,Netherlands,1950-1972,Gold
F,Netherlands,1990-1998,Bronze
F,Netherlands,,Bronze
F,Netherlands,,Silver
M,Netherlands,Before 1913,Bronze
M,Netherlands,Before 1913,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1950-1972,Silver
M,Netherlands,1950-1972,Silver
M,Netherlands,Before 1913,Bronze
M,Netherlands,,Gold
M,Netherlands,,Silver
M,Netherlands,1913-1949,Silver
M,Netherlands,1990-1998,Gold
F,Netherlands,1990-1998,Bronze
M,Netherlands,,Silver
F,Netherlands,1990-1998,Bronze
M,Netherlands,,Gold
M,Netherlands,,Silver
M,Netherlands,1913-1949,Bronze
M,Netherlands,1950-1972,Silver
M,Netherlands,,Silver
M,Netherlands,,Silver
M,Netherlands,1972-1989,Bronze
M,Netherlands,Before 1913,Bronze
M,Netherlands,1972-1989,Gold
M,Netherlands,1990-1998,Gold
F,Netherlands,1972-1989,Bronze
F,Netherlands,,Silver
M,Netherlands,Before 1913,Bronze
M,Netherlands,,Silver
M,Netherlands,,Bronze
F,Netherlands,1990-1998,Bronze
M,Netherlands,,Gold
M,Netherlands,1950-1972,Gold
F,Netherlands,1950-1972,Gold
F,Netherlands,1950-1972,Silver
F,Netherlands,,Silver
M,Netherlands,1950-1972,Silver
F,Netherlands,1913-1949,Silver
M,Netherlands,Before 1913,Bronze
F,Netherlands,,Gold
F,Netherlands,,Gold
F,Netherlands,1950-1972,Bronze
M,Netherlands,1990-1998,Gold
M,Netherlands,1990-1998,Gold
F,Netherlands,,Bronze
F,Netherlands,,Silver
M,Netherlands,1913-1949,Silver
F,Netherlands,,Silver
F,Netherlands,,Silver
M,Netherlands,,Bronze
M,Netherlands,,Bronze
M,Netherlands,1913-1949,Bronze
F,Netherlands,,Silver
F,Netherlands,,Bronze
M,Netherlands,,Gold
F,Netherlands,,Gold
M,Netherlands,1913-1949,Bronze
F,Netherlands,,Gold
F,Netherlands,1990-1998,Bronze
F,Netherlands,1990-1998,Bronze
F,Netherlands,1990-1998,Silver
M,Netherlands,1950-1972,Bronze
F,Netherlands,,Gold
F,Netherlands,,Gold
F,Netherlands,,Silver
F,Netherlands,1950-1972,Silver
M,Netherlands,1913-1949,Bronze
M,Netherlands,Before 1913,Bronze
F,Netherlands,1913-1949,Bronze
F,Netherlands,1950-1972,Silver
M,Netherlands,1990-1998,Bronze
M,Netherlands,1990-1998,Silver
M,Netherlands,1990-1998,Gold
F,Netherlands,1972-1989,Silver
F,Netherlands,1972-1989,Bronze
F,Netherlands,1972-1989,Silver
F,Netherlands,1972-1989,Bronze
F,Netherlands,1972-1989,Gold
M,Netherlands,,Bronze
M,Netherlands,1913-1949,Silver
F,Netherlands,,Silver
F,Netherlands,1972-1989,Gold
M,Netherlands,1950-1972,Silver
M,Netherlands,1972-1989,Bronze
M,Netherlands,,Silver
F,Netherlands,1972-1989,Bronze
F,Netherlands,1990-1998,Bronze
F,Netherlands,,Bronze
F,Netherlands,,Gold
F,Netherlands,,Gold
F,Netherlands,,Silver
M,Netherlands,,Bronze
M,Netherlands,,Silver
M,Netherlands,Before 1913,Bronze
M,Netherlands,Before 1913,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1990-1998,Bronze
M,Netherlands,,Gold
M,Netherlands,,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Bronze
M,Netherlands,1913-1949,Gold
F,Netherlands,1950-1972,Silver
M,Netherlands,1913-1949,Silver
M,Netherlands,1950-1972,Silver
M,Netherlands,1972-1989,Bronze
M,Netherlands,1990-1998,Gold
M,Netherlands,,Gold
M,Netherlands,1913-1949,Silver
M,Netherlands,1913-1949,Silver
F,Netherlands,,Silver
M,Netherlands,1990-1998,Gold
M,Netherlands,,Gold
M,Netherlands,,Silver
M,Netherlands,,Silver
M,Netherlands,,Silver
F,Netherlands,,Gold
F,Netherlands,,Silver
F,Netherlands,,Silver
M,Netherlands,1950-1972,Gold
M,Netherlands,1913-1949,Silver
M,Netherlands,1913-1949,Bronze
F,Netherlands,,Silver
M,Netherlands,1972-1989,Bronze
M,Netherlands,,Silver
M,Netherlands,,Bronze
M,Netherlands,,Silver
F,Netherlands,1950-1972,Silver
F,Netherlands,1950-1972,Bronze
F,Netherlands,1950-1972,Bronze
F,Netherlands,,Silver
F,Netherlands,,Bronze
M,Netherlands,1972-1989,Bronze
M,Netherlands,,Silver
F,Netherlands,,Bronze
F,Netherlands,,Gold
M,Netherlands,1990-1998,Gold
M,Netherlands,1972-1989,Silver
M,Netherlands,1972-1989,Gold
M,Netherlands,1972-1989,Silver
M,Netherlands,1990-1998,Silver
M,Netherlands,1950-1972,Bronze
M,Netherlands,,Bronze
F,Netherlands,1972-1989,Gold
F,Netherlands,1990-1998,Bronze
M,Netherlands,1950-1972,Bronze
F,Netherlands,1950-1972,Silver
F,Netherlands,1950-1972,Silver
F,Netherlands,1950-1972,Gold
M,Netherlands,Before 1913,Bronze
M,Netherlands,1972-1989,Bronze
